Age,AgeGroup,Gender,MaritalStatus,SmokerStatus,LifeStyle,LanguageSpoken,HighestEducation,Race,Nationality,MalaysiaPR,MovingToNewCompany,Occupation,Telco,HomeAddress,ResidentialType,NoOfDependent,FamilyExpenses(month),AnnualSalary,Saving(month),Customer_Needs_1,Customer_Needs_2,PurchasedPlan1,Transport,PurchasedPlan2,MedicalComplication
21,18-26,male,unknown,sometimes,pub_goer,malay,PhD,unknown,Malaysian,yes,yes,govServant,digi,unknown,flat,2,8035.0,48224.0,-4016.3333333333335,PersonalRetirement,KidMedical,HomeSafe,publicTransport,NoMoneyDown,no
31,27-35,female,unknown,frequent,home,english,Master,others,Malaysian,yes,yes,unknown,celcom,central_mal,terrace,2,5148.0,57848.0,-327.33333333333303,PersonalRetirement,KidEducation,SchoolAgain,driving,KidsFlyUp,no
34,27-35,female,married,frequent,pub_goer,mandarin,Bachelor,others,others,yes,yes,govServant,maxis,south_mal,flat,3,8281.0,73047.0,-2193.75,PersonalSaving,KidMedical,HomeSafe,driving,NoMoneyDown,yes
21,18-26,female,single,frequent,home,malay,Master,chinese,unknown,yes,no,unknown,maxis,central_mal,bungalow,2,6980.0,100793.0,1419.416666666666,PersonalSaving,KidMedical,SchoolAgain,driving,XEdu,no
19,18-26,male,unknown,frequent,pub_goer,mandarin,Bachelor,unknown,Malaysian,yes,yes,selfEmployed,digi,central_mal,terrace,3,3341.0,166134.0,10503.5,PersonalMedical,KidSaving,SchoolAgain,driving,XEdu,yes
28,27-35,male,married,frequent,outdoor,malay,Bachelor,malay,Malaysian,yes,no,unknown,celcom,central_mal,flat,3,4108.0,89577.0,3356.75,PersonalSaving,KidMedical,COVIDFree,driving,KidsFlyUp,yes
36,36-44,female,single,frequent,home,malay,Bachelor,chinese,Malaysian,yes,yes,govServant,umobile,central_mal,terrace,3,7066.0,77951.0,-570.083333333333,PersonalSaving,KidEducation,SchoolAgain,publicTransport,XEdu,no
23,18-26,female,unknown,unknown,pub_goer,english,Master,chinese,Malaysian,yes,no,govServant,celcom,central_mal,condominium,3,2624.0,72931.0,3453.583333333333,PersonalRetirement,KidMedical,SchoolAgain,publicTransport,XEdu,yes
35,27-35,male,married,sometimes,pub_goer,mandarin,Bachelor,indian,Malaysian,yes,yes,privateEemployee,digi,north_mal,terrace,3,8688.0,106672.0,201.33333333333394,PersonalMedical,KidSaving,HomeSafe,driving,KidsFlyUp,yes
24,18-26,male,single,frequent,home,malay,Bachelor,malay,Malaysian,yes,yes,unknown,maxis,central_mal,flat,2,6555.0,117135.0,3206.25,PersonalMedical,KidEducation,COVIDFree,driving,KidsFlyUp,yes
21,18-26,female,married,sometimes,outdoor,mandarin,Bachelor,chinese,unknown,no,yes,privateEemployee,maxis,central_mal,terrace,3,4661.0,119071.0,5261.583333333334,PersonalRetirement,KidEducation,SchoolAgain,driving,NoMoneyDown,no
35,27-35,male,single,sometimes,pub_goer,english,Master,chinese,Malaysian,no,yes,govServant,umobile,central_mal,bungalow,2,2949.0,182394.0,12250.5,PersonalMedical,KidMedical,COVIDFree,driving,XEdu,no
24,18-26,female,married,frequent,outdoor,english,Diploma,unknown,unknown,yes,yes,unknown,digi,north_mal,terrace,2,4831.0,74541.0,1380.75,PersonalRetirement,KidMedical,HomeSafe,driving,KidsFlyUp,yes
26,18-26,male,married,frequent,home,english,Bachelor,others,unknown,no,no,selfEmployed,maxis,east_mal,condominium,2,7455.0,65384.0,-2006.333333333333,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,no
19,18-26,female,unknown,frequent,home,malay,Diploma,others,unknown,yes,no,unknown,maxis,central_mal,condominium,2,3329.0,51962.0,1001.166666666667,PersonalSaving,KidEducation,COVIDFree,driving,KidsFlyUp,no
41,36-44,male,unknown,once_in_a_while,pub_goer,malay,Bachelor,indian,Malaysian,yes,yes,privateEemployee,umobile,unknown,terrace,3,9300.0,147834.0,3019.5,PersonalRetirement,KidSaving,COVIDFree,driving,KidsFlyUp,no
39,36-44,male,single,sometimes,home,malay,Bachelor,chinese,unknown,yes,yes,selfEmployed,umobile,south_mal,condominium,3,7500.0,166134.0,6344.5,PersonalRetirement,KidEducation,HomeSafe,driving,KidsFlyUp,no
